 Parameters used:

First geneneration spectra extracted for
excitation energies between  8500.-    0. keV
corresponding to y-channels   210 -   40
 Number of spectra=  171
 Ax0 = -2000.0 Ax1 =    20.0 Ay0 = -2000.0 Ay1 =    50.0
 AxW0=     0.0 AxW1=     0.0 AyW0=     0.0 AyW1=     0.0
 Weighting: 0 Level density parameter a=16.0 Exponent n=4.2
 Normalization= 2 Stat/Tot= 2 Areacorr.= 1
 Experimental lower gamma threshold:      400.0 keV (ch= 120)
 Upper threshold for statistical gammas:  400.0 keV (ch= 120)
 Average energy entry point in g.s. band:  300.(stat)     0.(tot)
 Sliding threshold given by Ex*R, with R = 0.30
 Multiplicities: MA = Af/Afg and ME = (Ex-ExEntry)/<Eg>

Iteration number:   1
Y-ch   Ex        Af        Ag       Afg  Mult    Sing Alpha MATot METot MASta MESta
 74  1700.    55976.    13558.    42418. 1.50    1000  1.15  1.32  1.50  1.32  1.23
 73  1650.    60161.    13721.    46441. 1.48    1000  1.15  1.30  1.48  1.30  1.21
 72  1600.    74708.    16009.    58699. 1.46    1000  1.15  1.27  1.46  1.27  1.19
 71  1550.    65597.    12991.    52605. 1.46    1000  1.15  1.25  1.46  1.25  1.17
 70  1500.    56474.    10341.    46133. 1.45    1000  1.15  1.22  1.45  1.22  1.16
 69  1450.    60460.    10180.    50280. 1.43    1000  1.15  1.20  1.43  1.20  1.14
 68  1400.    73544.    11368.    62176. 1.41    1000  1.15  1.18  1.41  1.18  1.11
 67  1350.    84857.    12031.    72827. 1.38    1000  1.15  1.17  1.38  1.17  1.07
 66  1300.   100222.    12932.    87290. 1.35    1000  1.15  1.15  1.35  1.15  1.03
 65  1250.   103816.    12238.    91578. 1.29    1000  1.15  1.13  1.29  1.13  0.98
 64  1200.    90045.     9391.    80654. 1.26    1000  1.15  1.12  1.26  1.12  0.94
 63  1150.   103209.     9427.    93782. 1.22    1000  1.15  1.10  1.22  1.10  0.90
 62  1100.   109590.     8640.   100950. 1.17    1000  1.15  1.09  1.17  1.09  0.85
 61  1050.    78876.     5214.    73662. 1.12    1000  1.15  1.07  1.12  1.07  0.80
 60  1000.    48938.     2469.    46469. 1.13    1000  1.15  1.05  1.13  1.05  0.79
 59   950.    31135.     1114.    30021. 1.15    1000  1.15  1.04  1.15  1.04  0.79
 58   900.    25072.      571.    24501. 1.17    1000  1.15  1.02  1.17  1.02  0.78
 57   850.    28488.      332.    28156. 1.12    1000  1.15  1.01  1.12  1.01  0.72
 56   800.    28292.        0.    28292. 1.08    1000  1.15  1.00  1.08  1.00  0.67
 55   750.    23724.        0.    23724. 1.08    1000  1.15  1.00  1.08  1.00  0.65
 54   700.    26261.        0.    26261. 1.07    1000  1.15  1.00  1.07  1.00  0.61
 53   650.    28215.        0.    28215. 1.01    1000  1.15  1.00  1.01  1.00  0.55
 52   600.    29876.        0.    29876. 0.97    1000  1.15  1.00  0.97  1.00  0.49
 51   550.    25285.        0.    25285. 0.92    1000  1.15  1.00  0.92  1.00  0.42
 50   500.    13451.        0.    13451. 0.87    1000  1.15  1.00  0.87  1.00  0.35
 49   450.     5101.        0.     5101. 0.85    1000  1.15  1.00  0.85  1.00  0.38
 48   400.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 47   350.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 46   300.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 45   250.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 44   200.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 43   150.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 42   100.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 41    50.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00
 40     0.        0.        0.        0. 0.00    1000  1.15  0.00  0.00  0.00  0.00

Iteration number:   2
Y-ch   Ex        Af        Ag       Afg  Mult    Sing Alpha MATot METot MASta MESta
210  8500.    49348.    21879.    27469. 6.19    1000  1.15  1.80  6.19  1.80  5.97
209  8450.    50207.    22761.    27445. 6.08    1000  1.15  1.83  6.08  1.83  5.86
208  8400.    50638.    22171.    28468. 6.11    1000  1.15  1.78  6.11  1.78  5.90
207  8350.    49938.    21420.    28517. 6.06    1000  1.15  1.75  6.06  1.75  5.84
206  8300.    47998.    23374.    24624. 6.02    1000  1.15  1.95  6.02  1.95  5.80
205  8250.    45111.    28430.    16681. 6.03    1000  1.15  2.70  6.03  2.70  5.81
204  8200.    42435.    31064.    11371. 5.89    1000  1.15  3.73  5.89  3.73  5.67
203  8150.    41177.    31746.     9431. 5.74    1000  1.15  4.37  5.74  4.37  5.53
202  8100.    39657.    32779.     6879. 5.77    1000  1.13  5.77  5.77  5.77  5.55
201  8050.    40420.    33388.     7033. 5.75    1000  1.13  5.75  5.75  5.75  5.53
200  8000.    42674.    35244.     7431. 5.74    1000  1.08  5.74  5.74  5.74  5.53
199  7950.    45358.    37440.     7918. 5.73    1000  1.07  5.73  5.73  5.73  5.51
198  7900.    47381.    39066.     8315. 5.70    1000  1.07  5.70  5.70  5.70  5.48
197  7850.    49960.    41095.     8865. 5.64    1000  1.06  5.64  5.64  5.64  5.42
196  7800.    52408.    43235.     9173. 5.71    1000  1.04  5.71  5.71  5.71  5.49
195  7750.    55127.    45323.     9804. 5.62    1000  1.02  5.62  5.62  5.62  5.41
194  7700.    58252.    47970.    10282. 5.67    1000  1.01  5.67  5.67  5.67  5.44
193  7650.    61849.    50759.    11091. 5.58    1000  1.03  5.58  5.58  5.58  5.36
192  7600.    65652.    53422.    12230. 5.37    1000  1.00  5.37  5.37  5.37  5.16
191  7550.    72661.    57806.    14855. 4.89    1000  1.08  4.89  4.89  4.89  4.70
190  7500.    84083.    64764.    19319. 4.35    1000  1.05  4.35  4.35  4.35  4.18
189  7450.    96125.    72017.    24108. 3.99    1000  0.95  3.99  3.99  3.99  3.83
188  7400.   108508.    78456.    30052. 3.61    1000  0.86  3.61  3.61  3.61  3.46
187  7350.   122405.    88875.    33530. 3.39    1000  0.85  3.65  3.39  3.65  3.26
186  7300.   133969.    97839.    36129. 3.26    1000  0.85  3.71  3.26  3.71  3.12
185  7250.   142548.   103767.    38781. 3.20    1000  0.85  3.68  3.20  3.68  3.07
184  7200.   147203.   109955.    37248. 3.24    1000  0.85  3.95  3.24  3.95  3.10
183  7150.   143917.   106124.    37793. 3.41    1000  0.85  3.81  3.41  3.81  3.27
182  7100.   135262.    98397.    36865. 3.67    1000  0.88  3.67  3.67  3.67  3.51
181  7050.   123901.    94067.    29834. 4.15    1000  1.03  4.15  4.15  4.15  3.98
180  7000.   115954.    86600.    29354. 4.87    1000  1.15  3.95  4.87  3.95  4.66
179  6950.   112158.    90085.    22074. 5.40    1000  1.15  5.08  5.40  5.08  5.17
178  6900.   111958.    91201.    20758. 5.65    1000  1.15  5.39  5.65  5.39  5.40
177  6850.   114487.    92795.    21692. 5.73    1000  1.15  5.28  5.73  5.28  5.48
176  6800.   119304.    93842.    25462. 5.63    1000  1.15  4.69  5.63  4.69  5.38
175  6750.   123959.    89810.    34149. 5.45    1000  1.15  3.63  5.45  3.63  5.21
174  6700.   130969.    95770.    35200. 5.34    1000  1.15  3.72  5.34  3.72  5.10
173  6650.   137730.    99793.    37936. 5.21    1000  1.15  3.63  5.21  3.63  4.97
172  6600.   143256.   103147.    40109. 5.10    1000  1.15  3.57  5.10  3.57  4.87
171  6550.   147453.   113383.    34070. 5.05    1000  1.15  4.33  5.05  4.33  4.82
170  6500.   150900.   116003.    34897. 5.03    1000  1.15  4.32  5.03  4.32  4.80
169  6450.   148461.   110872.    37589. 5.07    1000  1.15  3.95  5.07  3.95  4.83
168  6400.   140000.   100283.    39717. 5.23    1000  1.15  3.52  5.23  3.52  4.98
167  6350.   128060.    83871.    44189. 5.41    1000  1.15  2.90  5.41  2.90  5.16
166  6300.   116129.    63480.    52648. 5.62    1000  1.15  2.21  5.62  2.21  5.35
165  6250.   108580.    34329.    74252. 5.77    1000  1.15  1.46  5.77  1.46  5.49
164  6200.   104356.    38166.    66190. 5.74    1000  1.15  1.58  5.74  1.58  5.46
163  6150.   101753.    38569.    63184. 5.77    1000  1.15  1.61  5.77  1.61  5.49
162  6100.    98102.    35575.    62527. 5.81    1000  1.15  1.57  5.81  1.57  5.52
161  6050.    94274.    33571.    60703. 5.76    1000  1.15  1.55  5.76  1.55  5.48
160  6000.    91701.    32778.    58922. 5.68    1000  1.15  1.56  5.68  1.56  5.39
159  5950.    89053.    35327.    53726. 5.54    1000  1.15  1.66  5.54  1.66  5.26
158  5900.    85294.    31006.    54288. 5.51    1000  1.15  1.57  5.51  1.57  5.23
157  5850.    81229.    33299.    47929. 5.34    1000  1.15  1.69  5.34  1.69  5.06
156  5800.    76613.    29890.    46723. 5.20    1000  1.15  1.64  5.20  1.64  4.94
